category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,copy_number
Sports,marketplace,RO,RON,customer837@example.com,837,2026-08-23,ORD10209,2026-04-25T11:10:49,Adjustable Dumbbell Set,1,SKU-SP-002,completed,166.12,1
Books,web,BG,EUR,customer1854@example.com,1854,2026-08-28,ORD10210,13/06/2026 09:32,The Pragmatic Programmer,3,SKU-BK-002,completed,47.68,1
Fashion,web,BG,EUR,customer1854@example.com,1854,2026-08-28,ORD10210,13/06/2026 09:32,Women's Wool Coat,1,SKU-FA-002,completed,149.03,1
Books,web,RO,EUR,customer650@example.com,650,2026-08-30,ORD10211,29/05/2026 21:16,The Pragmatic Programmer,2,SKU-BK-002,completed,47.75,1
Fashion,web,RO,EUR,customer650@example.com,650,2026-08-30,ORD10211,29/05/2026 21:16,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.52,1
Fashion,web,RO,RON,customer1313@example.com,1313,2026-08-26,ORD10212,2026-03-19T19:13:10,Men's Slim Fit Jeans,1,SKU-FA-001,completed,60.17,1
Beauty,web,DE,RON,customer1506@example.com,1506,2026-09-02,ORD10213,03/02/2026 16:28,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,69.89,1
Fashion,web,RO,EUR,customer1858@example.com,1858,2026-08-29,ORD10214,2026-03-31T19:03:22,Women's Wool Coat,1,SKU-FA-002,completed,158.28,1
Sports,web,RO,EUR,customer1013@example.com,1013,2026-08-29,ORD10215,2026-05-19T13:26:52,Adjustable Dumbbell Set,2,SKU-SP-002,completed,178.5,1
Electronics,web,HU,EUR,customer537@example.com,537,2026-08-31,ORD10216,1774791733,Wireless Earbuds X2,1,SKU-EL-001,completed,85.93,1
Electronics,web,HU,EUR,customer107@example.com,107,2026-08-31,ORD10217,2026-02-15T14:26:25,USB-C Fast Charger 65W,1,SKU-EL-002,completed,34.53,1
Home & Kitchen,web,RO,EUR,customer348@example.com,348,2026-08-27,ORD10218,1772916041,Stainless Steel Kettle,1,SKU-HK-001,completed,40.43,1
Books,marketplace,RO,RON,customer540@example.com,540,2026-08-30,ORD10219,1780002522,The Pragmatic Programmer,3,SKU-BK-002,completed,44.49,1
Sports,marketplace,RO,RON,customer540@example.com,540,2026-08-30,ORD10219,1780002522,Yoga Mat Premium,1,SKU-SP-001,completed,31.79,1
Beauty,web,RO,EUR,customer231@example.com,231,2026-08-28,ORD10220,2026-06-18T07:57:01,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,68.49,1
Home & Kitchen,web,RO,EUR,customer231@example.com,231,2026-08-28,ORD10220,2026-06-18T07:57:01,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,27.2,1
Books,web,RO,EUR,customer1949@example.com,1949,2026-08-25,ORD10221,2026-03-04T19:47:52,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.07,1
Beauty,web,DE,EUR,customer1858@example.com,1858,2026-09-03,ORD10222,2026-04-21T12:28:14,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,63.73,1
Books,web,DE,EUR,customer1858@example.com,1858,2026-09-03,ORD10222,2026-04-21T12:28:14,The Pragmatic Programmer,3,SKU-BK-002,completed,44.91,1
Electronics,web,DE,EUR,customer1858@example.com,1858,2026-09-03,ORD10222,2026-04-21T12:28:14,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.21,1
Electronics,web,HU,EUR,customer1230@example.com,1230,2026-08-28,ORD10223,2026-05-27T21:30:06,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.45,1
Fashion,mobile_app,RO,RON,customer596@example.com,596,2026-08-25,ORD10224,1768554072,Running Shoes Pro,2,SKU-FA-O03,completed,90.32,1
Books,web,DE,RON,customer1165@example.com,1165,2026-08-26,ORD10225,2026-03-11T00:33:09,Atomic Habits (RO ed.),2,SKU-BK-001,completed,21.36,1
Electronics,web,DE,RON,customer1165@example.com,1165,2026-08-26,ORD10225,2026-03-11T00:33:09,Bluetooth Speaker Mini,2,SKU-EL-003,completed,47.45,1
Sports,web,RO,EUR,customer889@example.com,889,2026-08-31,ORD10226,2026-01-02T03:14:57,Yoga Mat Premium,2,SKU-SP-001,completed,34.98,1
Home & Kitchen,web,RO,RON,customer809@example.com,809,2026-08-27,ORD10227,2026-01-18T00:24:33,Air Fryer 5L,1,SKU-HK-003,completed,118.55,1
Sports,web,RO,RON,customer809@example.com,809,2026-08-27,ORD10227,2026-01-18T00:24:33,Adjustable Dumbbell Set,1,SKU-SP-002,completed,161.58,1
Sports,web,RO,EUR,customer604@example.com,604,2026-08-25,ORD10228,2026-06-11T21:58:09,Adjustable Dumbbell Set,3,SKU-SP-002,completed,187.2,1
Fashion,mobile_app,RO,EUR,customer1253@example.com,1253,2026-08-27,ORD10229,25/06/2026 17:56,Running Shoes Pro,1,SKU-FA-003,completed,93.97,1
Home & Kitchen,mobile_app,RO,EUR,customer1253@example.com,1253,2026-08-27,ORD10229,25/06/2026 17:56,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.68,1
Sports,mobile_app,RO,EUR,customer1253@example.com,1253,2026-08-27,ORD10229,25/06/2026 17:56,Adjustable Dumbbell Set,1,SKU-SP-002,completed,166.87,1
Fashion,web,BG,RON,customer1989@example.com,1989,2026-08-23,ORD10230,2026-05-01T17:59:43,Running Shoes Pro,1,SKU-FA-003,completed,84.05,1
Home & Kitchen,web,BG,RON,customer1989@example.com,1989,2026-08-23,ORD10230,2026-05-01T17:59:43,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.17,1
Beauty,marketplace,RO,EUR,customer697@example.com,697,2026-09-02,ORD10231,2026-05-30T09:32:32,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,65.81,1
Electronics,marketplace,RO,EUR,customer697@example.com,697,2026-09-02,ORD10231,2026-05-30T09:32:32,4K Action Camera,1,SKU-EL-004,completed,205.87,1
Electronics,web,BG,EUR,customer1561@example.com,1561,2026-08-23,ORD10232,1779515781,4K Action Camera,2,SKU-EL-004,completed,186.7,1
Electronics,web,RO,EUR,customer763@example.com,763,2026-08-23,ORD10233,2026-03-22T14:04:49,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52,1
Fashion,web,RO,EUR,customer763@example.com,763,2026-08-23,ORD10233,2026-03-22T14:04:49,Men's Slim Fit Jeans,2,SKU-FA-001,completed,54.05,1
Books,web,BG,EUR,customer1353@example.com,1353,2026-08-31,ORD10234,1769758155,Atomic Habits (RO ed.),2,SKU-BK-001,completed,18.33,1
Fashion,web,BG,EUR,customer1353@example.com,1353,2026-08-31,ORD10234,1769758155,Running Shoes Pro,2,SKU-FA-003,completed,93.51,1
Home & Kitchen,web,BG,EUR,customer1353@example.com,1353,2026-08-31,ORD10234,1769758155,Air Fryer 5L,1,SKU-HK-003,completed,122.42,1
Fashion,web,RO,EUR,customer1048@example.com,1048,2026-08-31,ORD10235,2026-04-12T05:36:04,Women's Wool Coat,1,SKU-FA-002,refunded,152.95,1
Books,web,RO,EUR,customer726@example.com,726,2026-09-03,ORD10236,27/05/2026 21:49,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.93,1
Fashion,marketplace,BG,EUR,customer613@example.com,613,2026-08-23,ORD10237,02/06/2026 09:22,Men's Slim Fit Jeans,1,SKU-FA-001,completed,55.18,1
Sports,web,RO,EUR,customer871@example.com,871,2026-09-01,ORD10238,2026-04-03T11:30:00,Yoga Mat Premium,1,SKU-SP-001,completed,31.99,1
Sports,web,RO,EUR,customer871@example.com,871,2026-09-01,ORD10238,2026-04-03T11:30:00,Adjustable Dumbbell Set,1,SKU-SP-002,completed,182.39,1
Fashion,marketplace,DE,RON,customer1934@example.com,1934,2026-08-30,ORD10239,1782689115,Running Shoes Pro,1,SKU-FA-003,completed,83.67,1
Electronics,mobile_app,RO,EUR,customer1832@example.com,1832,2026-08-24,ORD10240,2026-02-25T01:07:23,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35,1
Home & Kitchen,mobile_app,RO,EUR,customer1034@example.com,1034,2026-08-23,ORD10241,2026-05-28T21:40:49,Air Fryer 5L,1,SKU-HK-003,completed,126.05,1
Sports,mobile_app,RO,EUR,customer1034@example.com,1034,2026-08-23,ORD10241,2026-05-28T21:40:49,Adjustable Dumbbell Set,1,SKU-SP-002,completed,171.34,1
Electronics,web,RO,EUR,customer1168@example.com,1168,2026-08-26,ORD10242,2026-05-26T17:51:23,Wireless Earbuds X2,1,SKUEL001,completed,75.28,1
Electronics,web,DE,EUR,customer1913@example.com,1913,2026-08-29,ORD10243,2026-03-26T20:38:55,Bluetooth Speaker Mini,1,SKU-EL-003,completed,45.07,1
Books,web,RO,EUR,customer1259@example.com,1259,2026-08-27,ORD10244,2026-02-05T05:39:17,Atomic Habits (RO ed.),3,SKU-BK-001,completed,19.07,1
Home & Kitchen,web,RO,EUR,customer1259@example.com,1259,2026-08-27,ORD10244,2026-02-05T05:39:17,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.99,1
Sports,web,RO,EUR,customer1259@example.com,1259,2026-08-27,ORD10244,2026-02-05T05:39:17,Adjustable Dumbbell Set,1,SKU-SP-002,completed,190.46,1
Books,web,DE,EUR,customer1025@example.com,1025,2026-09-02,ORD10245,2026-01-28T15:28:42,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.24,1
Beauty,web,HU,EUR,customer514@example.com,514,2026-08-25,ORD10246,1773603517,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,68.93,1
Home & Kitchen,web,HU,EUR,customer514@example.com,514,2026-08-25,ORD10246,1773603517,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.05,1
Electronics,web,RO,RON,customer659@example.com,659,2026-09-01,ORD10247,1774939752,Wireless Earbuds X2,-1,SKU-EL-001,completed,72.06,1
Sports,mobile_app,BG,EUR,customer1334@example.com,,2026-08-25,ORD10248,1767744813,Yoga Mat Premium,2,SKU-SP-001,completed,31.09,1
Fashion,web,RO,EUR,customer454@example.com,454,2026-08-25,ORD10249,2026-05-28T06:29:52,Running Shoes Pro,2,SKU-FA-003,completed,85.12,1
Sports,web,RO,EUR,customer454@example.com,454,2026-08-25,ORD10249,2026-05-28T06:29:52,Yoga Mat Premium,1,SKU-SP-001,completed,34.37,1
Fashion,web,HU,EUR,customer134@example.com,134,2026-08-28,ORD10250,2026-05-25T20:29:17,Women's Wool Coat,1,SKU-FA-002,completed,150.16,1
Beauty,web,RO,EUR,customer1313@example.com,1313,2026-09-02,ORD10251,2026-05-07T05:21:34,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.16,1
Electronics,web,RO,EUR,customer1313@example.com,1313,2026-09-02,ORD10251,2026-05-07T05:21:34,4K Action Camera,1,SKU-EL-004,completed,188.83,1
Beauty,web,RO,EUR,customer404@example.com,404,2026-09-01,ORD10252,2026-03-02T08:27:37,Vitamin C Serum 30ml,2,SKU-BE-001,completed,23.73,1
Electronics,mobile_app,HU,EUR,customer1229@example.com,1229,2026-08-24,ORD10253,2026-05-29T08:57:26,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.9,1
Home & Kitchen,mobile_app,HU,EUR,customer1229@example.com,1229,2026-08-24,ORD10253,2026-05-29T08:57:26,Air Fryer 5L,1,SKU-HK-003,completed,120.41,1
Electronics,marketplace,RO,EUR,customer787@example.com,787,2026-08-30,ORD10254,1774408022,Wireless Earbuds X2,1,SKUEL001,completed,77.24,1
Electronics,mobile_app,RO,EUR,customer525@example.com,525,2026-08-24,ORD10255,04/04/2026 11:29,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.08,1
Fashion,marketplace,HU,RON,customer1236@example.com,1236,2026-08-26,ORD10256,1773413540,Men's Slim Fit Jeans,1,SKU-FA-001,completed,58.69,1
Beauty,marketplace,BG,EUR,customer1368@example.com,1368,2026-08-24,ORD10257,1778832765,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.58,1
Beauty,marketplace,BG,EUR,customer1368@example.com,1368,2026-08-24,ORD10257,1778832765,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.58,2
Home & Kitchen,web,DE,EUR,customer472@example.com,472,2026-08-30,ORD10258,2026-02-11T09:17:50,Non-stick Frying Pan 28cm,-2,SKU-HK-002,completed,25.69,1
Home & Kitchen,web,RO,EUR,customer738@example.com,738,2026-09-03,ORD10259,2026-01-06T18:20:41,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.81,1
Fashion,web,RO,EUR,customer1613@example.com,1613,2026-08-26,ORD10260,1772902729,Women's Wool Coat,1,SKU-FA-002,completed,141.35,1
Home & Kitchen,web,RO,EUR,customer1613@example.com,1613,2026-08-26,ORD10260,1772902729,Non-stick Frying Pan 28cm,3,SKU-HK-002,completed,31.34,1
Books,web,DE,EUR,customer1618@example.com,1618,2026-08-31,ORD10261,2026-02-17T23:54:12,The Pragmatic Programmer,1,SKU-BK-002,completed,40.32,1
Books,web,HU,EUR,customer1022@example.com,1022,2026-09-01,ORD10262,2026-02-04T18:11:36,The Pragmatic Programmer,1,SKU-BK-002,completed,44.71,1
Home & Kitchen,web,DE,EUR,customer448@example.com,448,2026-09-02,ORD10263,2026-06-22T13:41:01,Stainless Steel Kettle,2,SKU-HK-001,completed,40.28,1
Electronics,web,RO,EUR,customer753@example.com,753,2026-08-31,ORD10264,2026-03-03T13:25:20,Bluetooth Speaker Mini,3,SKU-EL-003,completed,46.99,1
Home & Kitchen,web,RO,EUR,customer753@example.com,753,2026-08-31,ORD10264,2026-03-03T13:25:20,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,27.55,1
Beauty,marketplace,RO,EUR,customer283@example.com,283,2026-08-25,ORD10265,27/05/2026 02:21,Hair Dryer Ionic 2200W,3,SKU-BE-002,refunded,69.18,1
Home & Kitchen,marketplace,RO,EUR,customer283@example.com,283,2026-08-25,ORD10265,27/05/2026 02:21,Air Fryer 5L,1,SKU-HK-003,refunded,109.14,1
Sports,marketplace,RO,EUR,customer283@example.com,283,2026-08-25,ORD10265,27/05/2026 02:21,Yoga Mat Premium,1,SKU-SP-001,refunded,33.43,1
Beauty,web,RO,EUR,customer285@example.com,285,2026-08-30,ORD10266,2026-01-25T22:08:02,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.62,1
Sports,marketplace,HU,EUR,customer285@example.com,285,2026-08-24,ORD10267,2026-03-06T03:04:44,Yoga Mat Premium,1,SKU-SP-001,completed,31.3,1
Home & Kitchen,marketplace,RO,RON,customer214@example.com,214,2026-09-01,ORD10268,2026-02-04T11:50:39,Stainless Steel Kettle,1,SKU-HK-001,refunded,46.11,1
Sports,marketplace,RO,RON,customer214@example.com,214,2026-09-01,ORD10268,2026-02-04T11:50:39,Yoga Mat Premium,1,SKU-SP-001,refunded,30.66,1
Home & Kitchen,mobile_app,RO,EUR,customer1783@example.com,1783,2026-08-28,ORD10269,25/03/2026 22:12,Air Fryer 5L,1,SKU HK 003,completed,123.4,1
Beauty,web,RO,EUR,customer1801@example.com,1801,2026-08-30,ORD10270,2026-03-31T20:19:01,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,67.75,1
Fashion,marketplace,RO,EUR,customer938@example.com,938,2026-09-01,ORD10271,2026-05-08T23:32:08,Men's Slim Fit Jeans,2,SKU-FA-001,completed,51.24,1
Beauty,web,RO,EUR,customer843@example.com,843,2026-08-31,ORD10272,2026-04-18T08:20:45,Vitamin C Serum 30ml,1,SKU-BE-001,completed,23.53,1
Fashion,web,RO,EUR,customer843@example.com,843,2026-08-31,ORD10272,2026-04-18T08:20:45,Men's Slim Fit Jeans,2,SKU-FA-001,completed,54.31,1
Home & Kitchen,web,RO,EUR,customer843@example.com,843,2026-08-31,ORD10272,2026-04-18T08:20:45,Air Fryer 5L,1,SKU-HK-003,completed,108,1
Home & Kitchen,web,BG,EUR,customer1519@example.com,1519,2026-08-31,ORD10273,16/01/2026 01:34,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,25.85,1
Home & Kitchen,web,HU,EUR,customer1838@example.com,1838,2026-08-31,ORD10274,2026-05-15T01:14:55,Air Fryer 5L,3,SKU-HK-003,refunded,116.02,1
Electronics,web,BG,EUR,customer452@example.com,452,2026-09-03,ORD10275,19/01/2026 18:12,4K Action Camera,1,SKU-EL-004,completed,193.79,1
Home & Kitchen,web,BG,EUR,customer452@example.com,452,2026-09-03,ORD10275,19/01/2026 18:12,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,27.99,1
Sports,web,BG,EUR,customer452@example.com,452,2026-09-03,ORD10275,19/01/2026 18:12,Adjustable Dumbbell Set,-1,SKU-SP-002,completed,180.39,1
Electronics,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Bluetooth Speaker Mini,2,SKU-EL-003,completed,50.17,1
Home & Kitchen,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Stainless Steel Kettle,1,SKU-HK-001,completed,45.23,1
Home & Kitchen,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.97,1
Electronics,web,RO,EUR,customer1225@example.com,1225,2026-08-27,ORD10277,28/03/2026 03:54,USB-C Fast Charger 65W,3,SKU-EL-002,completed,35.52,1
Fashion,web,RO,EUR,customer1225@example.com,1225,2026-08-27,ORD10277,28/03/2026 03:54,Women's Wool Coat,1,SKU-FA-002,completed,137.7,1
Sports,web,RO,EUR,customer1225@example.com,1225,2026-08-27,ORD10277,28/03/2026 03:54,Yoga Mat Premium,1,SKU-SP-001,completed,30.03,1
Home & Kitchen,web,RO,EUR,customer484@example.com,484,2026-09-01,ORD10278,24/03/2026 18:25,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,27.38,1
Books,marketplace,BG,RON,customer774@example.com,774,2026-08-26,ORD10279,2026-03-27T16:57:41,The Pragmatic Programmer,1,SKU-BK-002,completed,42.96,1
Books,marketplace,RO,RON,customer950@example.com,950,2026-08-27,ORD10280,2026-02-24T23:55:39,The Pragmatic Programmer,-1,SKU-BK-002,completed,47.66,1
Electronics,marketplace,RO,RON,customer1521@example.com,1521,2026-08-23,ORD10281,2026-04-06T01:28:24,4K Action Camera,1,SKU-EL-004,completed,191.48,1
Beauty,mobile_app,BG,EUR,customer1411@example.com,1411,2026-08-28,ORD10282,12/01/2026 04:55,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,67.29,1
Electronics,web,BG,EUR,customer1950@example.com,1950,2026-08-27,ORD10283,2026-02-01T08:18:22,Bluetooth Speaker Mini,3,SKU-EL-003,completed,52.68,1
Fashion,web,BG,EUR,customer1950@example.com,1950,2026-08-27,ORD10283,2026-02-01T08:18:22,Women's Wool Coat,2,SKU-FA-002,completed,152.32,1
Beauty,web,RO,RON,customer430@example.com,430,2026-08-30,ORD10284,19/03/2026 06:40,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,70.37,1
Electronics,web,RO,RON,customer430@example.com,430,2026-08-30,ORD10284,19/03/2026 06:40,Bluetooth Speaker Mini,1,SKU-EL-003,completed,48.19,1
Sports,web,RO,RON,customer430@example.com,430,2026-08-30,ORD10284,19/03/2026 06:40,Yoga Mat Premium,1,SKU-SP-001,completed,32.43,1
Electronics,web,RO,EUR,customer481@example.com,481,2026-09-03,ORD10285,11/05/2026 15:29,USB-C Fast Charger 65W,-1,SKU-EL-002,completed,34.65,1
Sports,web,DE,EUR,customer880@example.com,880,2026-08-30,ORD10286,1778665312,Yoga Mat Premium,1,SKU-SP-001,completed,29.17,1
Books,web,BG,EUR,customer285@example.com,285,2026-08-31,ORD10287,1769287428,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.63,1
Electronics,mobile_app,RO,EUR,customer738@example.com,738,2026-08-29,ORD10288,06/06/2026 19:29,Bluetooth Speaker Mini,1,SKU-EL-003,completed,53.23,1
Home & Kitchen,mobile_app,RO,EUR,customer738@example.com,738,2026-08-29,ORD10288,06/06/2026 19:29,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.61,1
Electronics,mobile_app,RO,EUR,customer1124@example.com,1124,2026-08-31,ORD10289,2026-04-01T15:27:35,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.65,1
Electronics,mobile_app,RO,EUR,customer1124@example.com,1124,2026-08-31,ORD10289,2026-04-01T15:27:35,4K Action Camera,1,SKU-EL-004,completed,179.84,1
Fashion,mobile_app,RO,EUR,customer1124@example.com,1124,2026-08-31,ORD10289,2026-04-01T15:27:35,Men's Slim Fit Jeans,2,SKU-FA-001,completed,56.76,1
Electronics,mobile_app,DE,EUR,customer782@example.com,782,2026-08-31,ORD10290,2026-06-02T10:44:48,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.12,1
Fashion,mobile_app,DE,EUR,customer782@example.com,782,2026-08-31,ORD10290,2026-06-02T10:44:48,Running Shoes Pro,1,SKU-FA-003,completed,87.03,1
Fashion,web,HU,EUR,customer1360@example.com,1360,2026-08-24,ORD10291,2026-02-13T03:15:16,Running Shoes Pro,1,SKU-FA-003,completed,93.14,1
Sports,web,HU,EUR,customer1360@example.com,1360,2026-08-24,ORD10291,2026-02-13T03:15:16,Adjustable Dumbbell Set,1,SKU-SP-002,completed,167.07,1
Home & Kitchen,web,BG,EUR,customer1660@example.com,1660,2026-08-27,ORD10292,10/06/2026 18:13,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,29.8,1
Home & Kitchen,web,HU,EUR,customer970@example.com,970,2026-09-02,ORD10293,2026-05-28T03:12:14,Air Fryer 5L,1,SKU HK 003,completed,109.42,1
Beauty,web,HU,EUR,customer970@example.com,970,2026-09-02,ORD10293,2026-05-28T03:12:14,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,64.77,1
Sports,web,HU,EUR,customer970@example.com,970,2026-09-02,ORD10293,2026-05-28T03:12:14,Adjustable Dumbbell Set,1,SKU-SP-002,completed,184.99,1
Home & Kitchen,marketplace,BG,EUR,customer971@example.com,971,2026-08-24,ORD10294,2026-01-11T04:32:16,Stainless Steel Kettle,1,SKU-HK-001,completed,41.19,1
Books,mobile_app,DE,EUR,customer1417@example.com,1417,2026-08-23,ORD10295,11/05/2026 05:51,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.32,1
Electronics,mobile_app,DE,EUR,customer1417@example.com,1417,2026-08-23,ORD10295,11/05/2026 05:51,Wireless Earbuds X2,3,SKU-EL-001,completed,84.71,1
Home & Kitchen,mobile_app,DE,EUR,customer1417@example.com,1417,2026-08-23,ORD10295,11/05/2026 05:51,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,30.18,1
Electronics,web,DE,EUR,customer1198@example.com,1198,2026-08-29,ORD10296,09/06/2026 00:00,4K Action Camera,1,SKU-EL-004,completed,192.75,1
Home & Kitchen,web,HU,EUR,customer1152@example.com,1152,2026-08-25,ORD10297,2026-05-27T05:33:16,Non-stick Frying Pan 28cm,-1,SKU-HK-002,completed,31.04,1
Electronics,web,HU,EUR,customer1182@example.com,1182,2026-09-01,ORD10298,2026-03-02T18:23:15,4K Action Camera,1,SKU-EL-004,completed,171.79,1
Home & Kitchen,marketplace,RO,EUR,customer569@example.com,569,2026-08-30,ORD10299,2026-05-01T20:11:15,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.12,1
Sports,marketplace,HU,EUR,customer1428@example.com,,2026-09-02,ORD10300,2026-05-19T17:33:17,Yoga Mat Premium,1,SKU-SP-001,completed,30.93,1
Beauty,marketplace,HU,EUR,customer1428@example.com,1428,2026-09-02,ORD10300,2026-05-19T17:33:17,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.62,1
Beauty,web,HU,EUR,customer216@example.com,216,2026-08-26,ORD10301,2026-01-24T23:34:04,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,62.17,1
Books,web,HU,EUR,customer216@example.com,216,2026-08-26,ORD10301,2026-01-24T23:34:04,The Pragmatic Programmer,1,SKU-BK-002,completed,46.54,1
Beauty,web,RO,EUR,customer1347@example.com,1347,2026-09-01,ORD10302,2026-03-15T13:20:20,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,61.74,1
Fashion,web,RO,RON,customer877@example.com,877,2026-08-30,ORD10303,1779279472,Running Shoes Pro,1,SKU-FA-003,completed,86.53,1
Books,mobile_app,BG,EUR,customer1010@example.com,1010,2026-08-24,ORD10304,1767405026,The Pragmatic Programmer,1,SKU-BK-002,completed,48.38,1
Fashion,mobile_app,BG,EUR,customer1010@example.com,1010,2026-08-24,ORD10304,1767405026,Men's Slim Fit Jeans,2,SKU-FA-001,completed,57.75,1
Home & Kitchen,marketplace,RO,EUR,customer1244@example.com,1244,2026-09-01,ORD10305,02/02/2026 17:25,Stainless Steel Kettle,1,SKU-HK-001,completed,45.8,1
Electronics,web,RO,EUR,customer1570@example.com,1570,2026-08-24,ORD10306,2026-02-26T07:47:58,4K Action Camera,1,SKU-EL-004,completed,187.5,1
Electronics,web,RO,EUR,customer1570@example.com,1570,2026-08-24,ORD10306,2026-02-26T07:47:58,4K Action Camera,1,SKU-EL-004,completed,187.5,2
Sports,web,RO,EUR,customer1570@example.com,1570,2026-08-24,ORD10306,2026-02-26T07:47:58,Yoga Mat Premium,3,SKU-SP-001,completed,34.75,1
Fashion,mobile_app,RO,RON,customer405@example.com,405,2026-09-02,ORD10307,1775854434,Women's Wool Coat,1,SKU-FA-002,completed,141.97,1
Fashion,web,DE,RON,customer332@example.com,332,2026-08-27,ORD10308,2026-05-26T01:41:48,Running Shoes Pro,1,SKU-FA-003,completed,88,1
Sports,web,DE,EUR,customer1127@example.com,1127,2026-08-25,ORD10309,13/05/2026 09:07,Yoga Mat Premium,1,SKU-SP-001,completed,34.93,1
Electronics,mobile_app,RO,RON,customer880@example.com,880,2026-08-25,ORD10310,2026-05-24T04:40:48,4K Action Camera,2,SKU-EL-004,completed,200.72,1
Fashion,mobile_app,RO,RON,customer880@example.com,880,2026-08-25,ORD10310,2026-05-24T04:40:48,Running Shoes Pro,1,SKU-FA-003,completed,81.6,1
Sports,mobile_app,RO,RON,customer880@example.com,880,2026-08-25,ORD10310,2026-05-24T04:40:48,Adjustable Dumbbell Set,1,SKU-SP-002,completed,175.39,1
Fashion,mobile_app,RO,EUR,customer1298@example.com,,2026-09-02,ORD10311,2026-02-13T01:32:51,Running Shoes Pro,1,SKU-FA-003,completed,97.87,1
Electronics,mobile_app,RO,EUR,customer1298@example.com,1298,2026-09-02,ORD10311,2026-02-13T01:32:51,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.24,1
Home & Kitchen,mobile_app,RO,EUR,customer1298@example.com,1298,2026-09-02,ORD10311,2026-02-13T01:32:51,Stainless Steel Kettle,2,SKU-HK-001,completed,38.89,1
Home & Kitchen,marketplace,RO,EUR,customer1197@example.com,1197,2026-08-28,ORD10312,2026-06-22T06:37:22,Air Fryer 5L,1,SKU-HK-003,refunded,117.71,1
Beauty,web,DE,EUR,customer315@example.com,315,2026-08-29,ORD10313,2026-02-07T05:25:05,Hair Dryer Ionic 2200W,2,SKU-BE-002,completed,64.33,1
Sports,marketplace,RO,EUR,customer1228@example.com,1228,2026-08-27,ORD10314,2026-01-26T00:52:37,Yoga Mat Premium,1,SKU-SP-001,completed,32.21,1
Books,marketplace,BG,EUR,customer424@example.com,424,2026-09-01,ORD10315,2026-02-01T01:40:05,Atomic Habits (RO ed.),1,SKU-BK-001,refunded,20.87,1
Fashion,web,RO,EUR,customer1093@example.com,1093,2026-08-28,ORD10316,08/01/2026 14:10,Men's Slim Fit Jeans,3,SKU-FA-001,completed,51.81,1
