category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price,reject_reason
ORD14752,1345,customer1345@example.com,21/03/2026 16:48,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-3,26.54,EUR,RO,2026-08-24,invalid quantity
ORD14775,1719,customer1719@example.com,17/03/2026 08:15,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,-2,72.94,EUR,HU,2026-08-29,invalid quantity
ORD14783,900,customer900@example.com,25/01/2026 23:08,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,26.19,EUR,BG,2026-08-24,invalid quantity
ORD14827,1329,customer1329@example.com,13/01/2026 17:44,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,-1,18.68,RON,RO,2026-08-26,invalid quantity
ORD14874,563,customer563@example.com,2026-01-14T04:08:40,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-2,36.02,EUR,RO,2026-08-30,invalid quantity
ORD14893,1802,customer1802@example.com,11/04/2026 07:06,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,39.87,EUR,RO,2026-08-27,invalid quantity
ORD14908,1357,customer1357@example.com,2026-06-19T19:03:40,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,-1,52.62,EUR,DE,2026-09-03,invalid quantity
ORD14923,1093,customer1093@example.com,2026-05-01T19:59:38,completed,marketplace,SKU-EL-004,4K Action Camera,Electronics,-1,207.63,EUR,HU,2026-08-25,invalid quantity
ORD14956,1409,customer1409@example.com,1773658724,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,119.45,EUR,DE,2026-09-02,invalid quantity
ORD15105,1198,customer1198@example.com,2026-05-19T17:51:37,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,36.85,EUR,RO,2026-08-26,invalid quantity
ORD15119,1886,customer1886@example.com,2026-04-16T12:22:22,completed,mobile_app,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,-1,59.35,EUR,RO,2026-09-03,invalid quantity
ORD15188,1519,customer1519@example.com,2026-01-13T14:35:02,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,-1,152.48,EUR,HU,2026-08-30,invalid quantity
ORD15188,1519,customer1519@example.com,2026-01-13T14:35:02,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-1,111.97,EUR,HU,2026-08-30,invalid quantity
ORD15251,154,customer154@example.com,2026-03-26T17:58:18,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-2,28.76,EUR,HU,2026-08-23,invalid quantity
ORD15404,1619,customer1619@example.com,2026-06-18T04:05:12,completed,mobile_app,SKU-HK-003,Air Fryer 5L,Home & Kitchen,-2,119.42,RON,RO,2026-08-26,invalid quantity
ORD15434,1560,customer1560@example.com,25/05/2026 06:07,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,-1,33.45,EUR,RO,2026-08-24,invalid quantity
ORD15552,341,customer341@example.com,31/03/2026 00:12,completed,mobile_app,SKU HK 003,Air Fryer 5L,Home & Kitchen,-1,130.61,EUR,RO,2026-08-24,invalid quantity
ORD15594,1674,customer1674@example.com,2026-05-15T23:35:08,completed,mobile_app,SKU-EL-004,4K Action Camera,Electronics,-3,183,EUR,RO,2026-08-28,invalid quantity
ORD15657,43,customer43@example.com,03/06/2026 00:09,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,-1,18.38,EUR,DE,2026-08-28,invalid quantity
ORD15662,18,customer18@example.com,2026-03-25T20:50:01,completed,marketplace,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,43.56,EUR,RO,2026-09-03,invalid quantity
ORD15699,591,customer591@example.com,08/05/2026 10:15,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,27.72,EUR,HU,2026-08-30,invalid quantity
ORD15701,276,customer276@example.com,2026-02-18T21:44:07,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,44.86,EUR,DE,2026-08-31,invalid quantity
ORD15843,1083,customer1083@example.com,24/04/2026 18:46,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-3,23.11,RON,RO,2026-08-23,invalid quantity
ORD15843 ,1083,customer1083@example.com,24/04/2026 18:46,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,-3,23.11,RON,RO,2026-08-30,invalid quantity
ORD15905,189,customer189@example.com,2026-03-23T22:15:27,completed,web,SKU-EL-004,4K Action Camera,Electronics,-2,190.28,EUR,RO,2026-08-31,invalid quantity
ORD15913,30,customer30@example.com,1777650875,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,-1,31.14,EUR,HU,2026-08-24,invalid quantity
ORD15926,1891,customer1891@example.com,2026-05-06T13:20:16,completed,marketplace,SKU-BK-001,Atomic Habits (RO ed.),Books,-1,18.93,EUR,HU,2026-09-03,invalid quantity
ORD15941,672,customer672@example.com,2026-03-15T02:31:36,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,-1,182.18,EUR,RO,2026-08-24,invalid quantity
ORD15949,357,customer357@example.com,04/01/2026 07:25,completed,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,-1,27.3,EUR,RO,2026-09-03,invalid quantity
ORD10005,,customer1629@example.com,28/01/2026 04:15,completed,mobile_app,SKU-EL-002,USB-C Fast Charger 65W,Electronics,1,36.84,EUR,RO,2026-08-27,missing customer id
ORD10049,,customer711@example.com,02/02/2026 14:24,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,1,23.74,EUR,DE,2026-09-02,missing customer id
ORD10062,,customer926@example.com,28/05/2026 19:25,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,48.35,EUR,DE,2026-08-29,missing customer id
ORD10068,,customer474@example.com,2026-02-27T11:33:48,completed,web,SKU-FA-003,Running Shoes Pro,Fashion,1,93.08,EUR,RO,2026-09-01,missing customer id
ORD10098,,customer1589@example.com,1774955206,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,52.03,RON,RO,2026-08-25,missing customer id
ORD10248,,customer1334@example.com,1767744813,completed,mobile_app,SKU-SP-001,Yoga Mat Premium,Sports,2,31.09,EUR,BG,2026-08-25,missing customer id
ORD10300,,customer1428@example.com,2026-05-19T17:33:17,completed,marketplace,SKU-SP-001,Yoga Mat Premium,Sports,1,30.93,EUR,HU,2026-09-02,missing customer id
ORD10311,,customer1298@example.com,2026-02-13T01:32:51,completed,mobile_app,SKU-FA-003,Running Shoes Pro,Fashion,1,97.87,EUR,RO,2026-09-02,missing customer id
ORD10355,,customer1031@example.com,2026-05-01T19:16:53,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,-1,46.29,EUR,DE,2026-08-31,missing customer id
ORD10408,,customer365@example.com,1773360812,completed,web,SKU-HK-003,Air Fryer 5L,Home & Kitchen,1,111.36,EUR,BG,2026-09-03,missing customer id
ORD10439,,customer1593@example.com,25/04/2026 08:38,completed,marketplace,SKU-FA-003,Running Shoes Pro,Fashion,1,89.96,RON,DE,2026-08-26,missing customer id
ORD10601,,customer1484@example.com,2026-04-28T19:34:18,completed,marketplace,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,-1,42.51,EUR,RO,2026-08-24,missing customer id
ORD10627,,customer590@example.com,2026-01-14T12:19:40,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,1,38.33,EUR,BG,2026-08-31,missing customer id
ORD10689,,customer571@example.com,1775110936,completed,marketplace,SKU-EL-001,Wireless Earbuds X2,Electronics,3,73.15,EUR,RO,2026-09-01,missing customer id
ORD10706,,customer1192@example.com,03/02/2026 11:20,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,1,37.92,EUR,RO,2026-08-29,missing customer id
ORD10766,,customer1825@example.com,2026-03-08T16:29:35,completed,marketplace,SKU-SP-001,Yoga Mat Premium,Sports,1,33.69,EUR,RO,2026-08-23,missing customer id
ORD10768,,customer336@example.com,2026-03-31T01:36:29,completed,mobile_app,SKU-EL-001,Wireless Earbuds X2,Electronics,2,74.86,EUR,RO,2026-08-24,missing customer id
ORD10807,,customer304@example.com,1773253311,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,2,44.6,RON,RO,2026-08-24,missing customer id
ORD10852,,customer1762@example.com,2026-01-19T03:23:19,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,2,25.19,EUR,BG,2026-09-03,missing customer id
ORD10911,,customer673@example.com,2026-05-14T23:50:09,completed,mobile_app,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,179.28,EUR,RO,2026-08-25,missing customer id
ORD10993,,customer1890@example.com,19/03/2026 17:04,completed,mobile_app,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,58.84,EUR,RO,2026-08-23,missing customer id
ORD11002,,customer1591@example.com,2026-03-07T01:55:02,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,178.67,EUR,BG,2026-08-28,missing customer id
ORD11119,,customer1938@example.com,2026-05-09T12:33:54,completed,web,SKU-EL-004,4K Action Camera,Electronics,1,186.84,EUR,RO,2026-09-01,missing customer id
ORD11123,,customer1600@example.com,2026-02-03T08:58:58,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,2,154.5,EUR,RO,2026-08-31,missing customer id
ORD11137,,customer742@example.com,2026-02-03T17:24:46,completed,web,SKU-FA-O03,Running Shoes Pro,Fashion,1,81.06,EUR,RO,2026-09-02,missing customer id
ORD11220,,customer902@example.com,2026-05-02T20:57:16,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,1,19.87,EUR,RO,2026-08-27,missing customer id
ORD11304,,customer1581@example.com,09/01/2026 00:41,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,1,44.49,RON,RO,2026-08-31,missing customer id
ORD11337,,customer1344@example.com,16/03/2026 18:16,completed,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,30.07,EUR,BG,2026-08-28,missing customer id
ORD11381,,customer1746@example.com,1773637810,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,1,159.21,RON,HU,2026-08-29,missing customer id
ORD11443,,customer1741@example.com,2026-02-14T05:19:24,completed,web,SKU-EL-002,USB-C Fast Charger 65W,Electronics,2,35.86,RON,HU,2026-09-01,missing customer id
ORD11473,,customer389@example.com,2026-06-20T05:01:47,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,166.35,EUR,RO,2026-08-25,missing customer id
ORD11485,,customer249@example.com,2026-05-24T22:14:59,completed,mobile_app,SKU-HK-003,Air Fryer 5L,Home & Kitchen,1,118.85,EUR,RO,2026-08-25,missing customer id
ORD11534,,customer424@example.com,2026-03-05T02:02:14,completed,web,SKU-EL-004,4K Action Camera,Electronics,-1,198.56,EUR,DE,2026-08-28,missing customer id
ORD11568,,customer524@example.com,2026-01-13T19:31:30,completed,marketplace,SKU-EL-003,Bluetooth Speaker Mini,Electronics,3,47.57,EUR,BG,2026-08-30,missing customer id
ORD11586,,customer661@example.com,24/04/2026 23:28,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,174.84,EUR,RO,2026-08-29,missing customer id
ORD11726,,customer1637@example.com,2026-06-17T11:06:32,completed,mobile_app,SKU-BE-001,Vitamin C Serum 30ml,Beauty,3,26.7,EUR,RO,2026-08-24,missing customer id
ORD11738,,customer386@example.com,2026-05-30T02:52:02,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,3,24.13,EUR,DE,2026-08-30,missing customer id
ORD11842,,customer427@example.com,2026-04-25T09:24:17,completed,web,SKU-EL-001,Wireless Earbuds X2,Electronics,1,76.08,EUR,DE,2026-08-27,missing customer id
ORD11900,,customer431@example.com,08/05/2026 16:37,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,1,20.57,RON,RO,2026-08-28,missing customer id
ORD11910,,customer654@example.com,1768526853,completed,mobile_app,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,3,25.84,EUR,RO,2026-08-29,missing customer id
ORD11963,,customer955@example.com,2026-02-16T14:46:08,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,1,156.51,RON,RO,2026-08-24,missing customer id
ORD11985,,customer1326@example.com,2026-02-07T07:31:34,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,2,20.28,EUR,RO,2026-08-27,missing customer id
ORD12018,,customer693@example.com,01/06/2026 14:18,completed,mobile_app,SKU-FA-003,Running Shoes Pro,Fashion,1,86.75,RON,RO,2026-09-03,missing customer id
ORD12241,,customer532@example.com,2026-01-14T04:42:53,completed,marketplace,SKU-SP-001,Yoga Mat Premium,Sports,1,33.07,EUR,RO,2026-08-25,missing customer id
ORD12284,,customer171@example.com,2026-02-17T21:12:08,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,1,21.45,EUR,RO,2026-08-28,missing customer id
ORD12361,,customer587@example.com,22/04/2026 18:31,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,1,132.09,RON,BG,2026-08-25,missing customer id
ORD12487,,customer1314@example.com,2026-02-14T15:20:53,completed,mobile_app,SKU-FA-002,Women's Wool Coat,Fashion,1,157.77,EUR,BG,2026-08-26,missing customer id
ORD12555,,customer1621@example.com,1780624719,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,2,158.52,EUR,RO,2026-08-24,missing customer id
ORD12685,,customer485@example.com,1779457382,completed,mobile_app,SKU-FA-002,Women's Wool Coat,Fashion,1,148.69,RON,HU,2026-08-28,missing customer id
ORD12741,,customer1794@example.com,1773105119,completed,mobile_app,SKU-BK-001,Atomic Habits (RO ed.),Books,1,21.42,RON,HU,2026-09-03,missing customer id
ORD12742,,customer1448@example.com,2026-06-03T04:15:32,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,178.21,EUR,RO,2026-08-29,missing customer id
ORD12900,,customer1966@example.com,2026-01-05T09:08:04,completed,marketplace,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,1,43.25,EUR,HU,2026-08-25,missing customer id
ORD12994,,customer1060@example.com,2026-03-10T18:55:34,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,3,183.95,RON,DE,2026-08-25,missing customer id
ORD12997,,customer980@example.com,2026-04-19T10:35:50,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,50.9,EUR,RO,2026-08-30,missing customer id
ORD13028,,customer993@example.com,2026-06-24T17:07:27,completed,web,SKU-BE-001,Vitamin C Serum 30ml,Beauty,1,26.4,EUR,BG,2026-08-24,missing customer id
ORD13064,,customer1583@example.com,1780331531,completed,mobile_app,SKU-SP-002,Adjustable Dumbbell Set,Sports,2,177.35,EUR,RO,2026-08-26,missing customer id
ORD13133,,customer1715@example.com,2026-06-23T21:23:46,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,30.75,EUR,HU,2026-08-27,missing customer id
ORD13148,,customer294@example.com,2026-02-13T02:15:13,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,2,21.92,EUR,HU,2026-09-03,missing customer id
ORD13302,,customer241@example.com,2026-01-18T06:27:00,completed,marketplace,SKU-BE-001,Vitamin C Serum 30ml,Beauty,2,24.83,EUR,RO,2026-08-28,missing customer id
ORD13436,,customer159@example.com,2026-01-24T06:50:13,completed,web,SKU-BK-001,Atomic Habits (RO ed.),Books,1,19.54,EUR,RO,2026-08-27,missing customer id
ORD13450,,customer1416@example.com,09/04/2026 16:31,completed,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,28.21,EUR,HU,2026-08-30,missing customer id
ORD13515,,customer1964@example.com,06/05/2026 20:30,refunded,web,SKU-BK-002,The Pragmatic Programmer,Books,1,41.05,EUR,RO,2026-09-03,missing customer id
ORD13516,,customer662@example.com,1776435245,completed,mobile_app,SKU-FA-003,Running Shoes Pro,Fashion,1,83.46,EUR,HU,2026-08-28,missing customer id
ORD13544,,customer1888@example.com,22/03/2026 10:30,completed,mobile_app,SKU-BK-002,The Pragmatic Programmer,Books,1,42.83,EUR,RO,2026-09-03,missing customer id
ORD13565,,customer995@example.com,2026-03-23T14:30:15,completed,mobile_app,SKU-FA-001,Men's Slim Fit Jeans,Fashion,2,53.39,RON,BG,2026-08-25,missing customer id
ORD13750,,customer117@example.com,2026-05-21T01:39:05,completed,web,SKU HK 003,Air Fryer 5L,Home & Kitchen,3,120.85,EUR,DE,2026-09-02,missing customer id
ORD13817,,customer434@example.com,15/01/2026 23:35,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,52.64,EUR,DE,2026-08-25,missing customer id
ORD13948,,customer1966@example.com,23/02/2026 20:42,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,50.71,EUR,RO,2026-08-31,missing customer id
ORD14020,,customer602@example.com,1780819769,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,53.15,EUR,DE,2026-08-26,missing customer id
ORD14044,,customer1977@example.com,2026-01-18T01:22:16,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,188.35,EUR,RO,2026-08-28,missing customer id
ORD14120,,customer1487@example.com,1769602059,refunded,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,53.44,EUR,HU,2026-08-24,missing customer id
ORD14149,,customer1728@example.com,2026-03-04T09:15:11,completed,web,SKU-FA-003,Running Shoes Pro,Fashion,2,89.63,EUR,RO,2026-08-29,missing customer id
ORD14235,,customer1660@example.com,2026-02-10T08:22:10,completed,web,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,1,44.09,EUR,RO,2026-08-31,missing customer id
ORD14245,,customer96@example.com,01/03/2026 18:16,completed,marketplace,SKU-FA-003,Running Shoes Pro,Fashion,1,81.43,EUR,RO,2026-09-02,missing customer id
ORD14269,,customer978@example.com,2026-04-27T06:47:34,completed,marketplace,SKU HK 003,Air Fryer 5L,Home & Kitchen,1,129.55,RON,RO,2026-08-26,missing customer id
ORD14374,,customer1636@example.com,2026-03-12T23:09:33,completed,marketplace,SKU-FA-002,Women's Wool Coat,Fashion,2,141.3,EUR,DE,2026-08-30,missing customer id
ORD14475,,customer1979@example.com,2026-04-02T07:14:27,completed,web,SKU-BK-002,The Pragmatic Programmer,Books,1,45.22,EUR,BG,2026-08-24,missing customer id
ORD14476,,customer1804@example.com,1780515717,completed,marketplace,SKU-HK-003,Air Fryer 5L,Home & Kitchen,3,114.49,EUR,RO,2026-08-28,missing customer id
ORD14643,,customer754@example.com,2026-06-14T22:15:37,completed,web,SKU-FA-O03,Running Shoes Pro,Fashion,1,90.78,EUR,RO,2026-08-29,missing customer id
ORD14662,,customer42@example.com,26/01/2026 11:02,refunded,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,3,41.75,EUR,RO,2026-08-28,missing customer id
ORD14744,,customer1190@example.com,1781315292,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,55.31,EUR,RO,2026-08-27,missing customer id
ORD14785,,customer837@example.com,2026-06-23T00:40:25,completed,web,SKU-SP-002,Adjustable Dumbbell Set,Sports,3,187.26,EUR,RO,2026-08-27,missing customer id
ORD14832,,customer1582@example.com,06/04/2026 04:39,completed,web,SKU-SP-001,Yoga Mat Premium,Sports,1,30.07,RON,RO,2026-08-24,missing customer id
ORD14901,,customer1200@example.com,2026-04-11T09:44:40,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,30.29,EUR,DE,2026-08-25,missing customer id
ORD14902,,customer1013@example.com,2026-06-09T09:49:39,refunded,mobile_app,SKU-SP-002,Adjustable Dumbbell Set,Sports,1,182.77,EUR,BG,2026-09-02,missing customer id
ORD15051,,customer622@example.com,2026-01-29T08:18:27,completed,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,Home & Kitchen,1,29.95,EUR,RO,2026-08-25,missing customer id
ORD15138,,customer309@example.com,2026-04-24T02:50:49,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,Home & Kitchen,1,44.79,EUR,RO,2026-08-25,missing customer id
ORD15248,,customer871@example.com,2026-06-24T23:44:10,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,52.89,EUR,DE,2026-08-26,missing customer id
ORD15254,,customer458@example.com,05/02/2026 04:58,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,Beauty,1,66.97,EUR,BG,2026-08-31,missing customer id
ORD15258,,customer1125@example.com,1770990995,completed,mobile_app,SKU-FA-003,Running Shoes Pro,Fashion,1,83.54,EUR,RO,2026-08-27,missing customer id
ORD15278,,customer1010@example.com,2026-06-16T18:08:55,completed,web,SKU-FA-002,Women's Wool Coat,Fashion,1,130.98,EUR,RO,2026-08-30,missing customer id
ORD15368,,customer1011@example.com,2026-05-09T13:15:58,completed,marketplace,SKU-EL-001,Wireless Earbuds X2,Electronics,1,83.47,RON,RO,2026-09-03,missing customer id
ORD15385,,customer1795@example.com,2026-03-10T08:19:39,completed,web,SKU-EL-004,4K Action Camera,Electronics,2,191.62,EUR,BG,2026-08-24,missing customer id
ORD15408,,customer711@example.com,1776474922,completed,web,SKU-EL-003,Bluetooth Speaker Mini,Electronics,1,53.32,EUR,HU,2026-08-31,missing customer id
ORD15448,,customer741@example.com,1770908698,completed,mobile_app,SKU-EL-001,Wireless Earbuds X2,Electronics,1,85.31,RON,RO,2026-08-29,missing customer id
ORD15967,,customer48@example.com,2026-02-23T17:43:14,completed,web,SKU-FA-001,Men's Slim Fit Jeans,Fashion,1,54.69,EUR,HU,2026-08-27,missing customer id
ORD10065,433,customer433@example.com,2026-04-25T12:10:04,completed,web,SKU-BK-001,Atomic Habits (RO ed.),,1,18.49,EUR,RO,2026-08-23,missing category
ORD10093,1519,customer1519@example.com,12/06/2026 13:35,completed,web,SKU-FA-001,Men's Slim Fit Jeans,,1,56.08,EUR,RO,2026-09-01,missing category
ORD10404,1403,customer1403@example.com,1777526807,completed,web,SKU-HK-003,Air Fryer 5L,,3,129.16,EUR,HU,2026-08-31,missing category
ORD10412,1368,customer1368@example.com,2026-01-13T14:42:42,completed,marketplace,SKU-BK-001,Atomic Habits (RO ed.),,1,18.79,RON,RO,2026-08-28,missing category
ORD10556,686,customer686@example.com,2026-06-21T16:45:35,completed,marketplace,SKU-HK-003,Air Fryer 5L,,2,117.05,EUR,HU,2026-09-03,missing category
ORD10688,216,customer216@example.com,09/03/2026 07:19,completed,web,SKU-SP-002,Adjustable Dumbbell Set,,1,157.6,RON,RO,2026-08-29,missing category
ORD10704,1540,customer1540@example.com,2026-02-05T03:12:24,completed,web,SKU-HK-002,Non-stick Frying Pan 28cm,,1,30.82,EUR,RO,2026-08-25,missing category
ORD10889,257,customer257@example.com,1776761518,refunded,marketplace,SKU-BE-002,Hair Dryer Ionic 2200W,,1,58.56,EUR,DE,2026-09-02,missing category
ORD10899,283,customer283@example.com,15/01/2026 07:20,completed,web,SKU-EL-001,Wireless Earbuds X2,,1,72.7,EUR,RO,2026-09-01,missing category
ORD10944,539,customer539@example.com,27/02/2026 23:43,completed,web,SKU-EL-001,Wireless Earbuds X2,,3,76.08,EUR,RO,2026-08-29,missing category
ORD11114,1080,customer1080@example.com,2026-01-09T19:55:51,completed,mobile_app,SKU-FA-002,Women's Wool Coat,,2,158.54,EUR,RO,2026-08-28,missing category
ORD11196,1455,customer1455@example.com,1774427629,refunded,web,SKU-EL-001,Wireless Earbuds X2,,3,74.14,EUR,BG,2026-08-24,missing category
ORD11207,,customer1067@example.com,2026-05-26T06:43:00,completed,marketplace,SKU-BK-002,The Pragmatic Programmer,,1,43.08,EUR,BG,2026-09-03,missing category
ORD11232,1983,customer1983@example.com,1778343823,completed,web,SKU-SP-002,Adjustable Dumbbell Set,,1,191.51,EUR,RO,2026-08-25,missing category
ORD11335,547,customer547@example.com,1777635021,completed,web,SKU-BK-001,Atomic Habits (RO ed.),,3,20.69,EUR,BG,2026-08-29,missing category
ORD11338,1252,customer1252@example.com,2026-06-20T14:04:59,completed,marketplace,SKU-BK-001,Atomic Habits (RO ed.),,2,19.39,RON,RO,2026-09-02,missing category
ORD11491,1824,customer1824@example.com,2026-05-12T23:19:13,completed,web,SKU-SP-002,Adjustable Dumbbell Set,,3,173.89,RON,RO,2026-09-03,missing category
ORD11625,1858,customer1858@example.com,19/04/2026 08:21,completed,web,SKU-HK-001,Stainless Steel Kettle,,1,40.51,EUR,RO,2026-09-03,missing category
ORD11654,1217,customer1217@example.com,05/03/2026 03:50,completed,web,SKU-EL-001,Wireless Earbuds X2,,2,79.76,EUR,RO,2026-08-25,missing category
ORD11700,1106,customer1106@example.com,2026-05-26T03:24:40,completed,web,SKU-SP-002,Adjustable Dumbbell Set,,2,170.45,EUR,RO,2026-08-29,missing category
ORD11717,197,customer197@example.com,2026-05-07T21:38:40,completed,web,SKU-FA-003,Running Shoes Pro,,1,93.85,EUR,DE,2026-09-01,missing category
ORD11800,1548,customer1548@example.com,2026-02-04T05:11:06,completed,web,SKU-EL-003,Bluetooth Speaker Mini,,1,47.23,EUR,BG,2026-09-01,missing category
ORD11841,1736,customer1736@example.com,2026-05-05T08:37:41,completed,web,SKU-BE-001,Vitamin C Serum 30ml,,2,25.43,RON,RO,2026-08-28,missing category
ORD11842,427,customer427@example.com,2026-04-25T09:24:17,completed,web,SKU-HK-001,Stainless Steel Kettle,,1,41.27,EUR,DE,2026-08-27,missing category
ORD11858,1337,customer1337@example.com,2026-02-03T02:03:41,refunded,marketplace,SKU-HK-002,Non-stick Frying Pan 28cm,,2,29.16,RON,BG,2026-08-26,missing category
ORD11877,1676,customer1676@example.com,01/05/2026 00:02,completed,marketplace,SKU-BK-002,The Pragmatic Programmer,,1,44.35,EUR,DE,2026-08-30,missing category
ORD11893,1864,customer1864@example.com,1767460634,completed,web,SKU-FA-O03,Running Shoes Pro,,1,90.8,EUR,BG,2026-09-02,missing category
ORD11919,187,customer187@example.com,2026-05-20T13:34:24,completed,web,SKU-HK-001,Stainless Steel Kettle,,1,39.12,EUR,DE,2026-08-30,missing category
ORD11973,538,customer538@example.com,05/05/2026 17:19,completed,web,SKUEL001,Wireless Earbuds X2,,1,81.39,EUR,RO,2026-08-28,missing category
ORD12203,1055,customer1055@example.com,2026-01-27T08:16:47,completed,web,SKU-BE-002,Hair Dryer Ionic 2200W,,1,61.62,EUR,BG,2026-09-01,missing category
ORD12220,1248,customer1248@example.com,2026-02-23T17:47:15,completed,web,SKU-EL-003,Bluetooth Speaker Mini,,1,44.53,EUR,RO,2026-08-24,missing category
ORD12274,463,customer463@example.com,2026-02-03T21:16:00,completed,mobile_app,SKU-FA-003,Running Shoes Pro,,1,94.52,RON,DE,2026-08-24,missing category
ORD12410,1328,customer1328@example.com,2026-02-06T03:22:13,completed,web,SKU-HK-003,Air Fryer 5L,,1,129.43,EUR,RO,2026-08-30,missing category
ORD12756,353,customer353@example.com,2026-04-08T07:54:09,completed,web,SKU-EL-001,Wireless Earbuds X2,,2,83.21,EUR,HU,2026-08-27,missing category
ORD12784,698,customer698@example.com,2026-01-10T22:48:55,completed,marketplace,SKU-FA-O03,Running Shoes Pro,,1,88.42,EUR,RO,2026-08-26,missing category
ORD12785,1558,customer1558@example.com,2026-02-17T15:24:56,completed,web,SKU-EL-001,Wireless Earbuds X2,,3,72.32,RON,BG,2026-08-23,missing category
ORD12804,1364,customer1364@example.com,2026-05-26T01:19:38,refunded,web,SKU-HK-003,Air Fryer 5L,,1,107.88,EUR,RO,2026-08-30,missing category
ORD12845,1492,customer1492@example.com,2026-03-02T21:02:19,completed,mobile_app,SKU-HK-001,Stainless Steel Kettle,,1,43.36,EUR,RO,2026-08-31,missing category
