category,channel,country,currency,customer_email,customer_id,fx_reference_date,order_id,order_ts,product_name,qty,sku,status,unit_price
Electronics,mobile_app,BG,EUR,customer1866@example.com,1866,2026-09-02,ORD14333,2026-05-24T00:41:29,Wireless Earbuds X2,3,SKU-EL-001,completed,73.18
Sports,marketplace,RO,EUR,customer763@example.com,763,2026-09-01,ORD11289,2026-02-02T00:51:59,Adjustable Dumbbell Set,3,SKU-SP-002,completed,185.43
Books,web,DE,EUR,customer1545@example.com,1545,2026-09-01,ORD12398,2026-01-07T09:34:18,The Pragmatic Programmer,1,SKU-BK-002,completed,41.71
Electronics,web,RO,EUR,customer1776@example.com,1776,2026-09-03,ORD10996,1776686698,Wireless Earbuds X2,1,SKU-EL-001,completed,86.37
Electronics,web,RO,EUR,customer1183@example.com,1183,2026-08-23,ORD12753,2026-05-08T12:51:07,Bluetooth Speaker Mini,1,SKU-EL-003,completed,46.2
Sports,mobile_app,RO,EUR,customer1824@example.com,1824,2026-08-28,ORD14979,2026-03-15T01:13:40,Yoga Mat Premium,3,SKU-SP-001,completed,32.79
Home & Kitchen,web,DE,EUR,customer32@example.com,32,2026-08-31,ORD12275,2026-01-18T12:29:13,Stainless Steel Kettle,1,SKU-HK-001,completed,40.78
Electronics,web,DE,EUR,customer32@example.com,32,2026-08-31,ORD12275,2026-01-18T12:29:13,4K Action Camera,2,SKU-EL-004,completed,192.36
Electronics,web,DE,EUR,customer717@example.com,717,2026-08-26,ORD15083,2026-04-25T18:21:37,4K Action Camera,2,SKU-EL-004,completed,175.04
Electronics,marketplace,RO,EUR,customer1643@example.com,1643,2026-09-01,ORD12089,2026-01-28T19:18:29,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.16
Electronics,marketplace,RO,EUR,customer1643@example.com,1643,2026-09-01,ORD12089,2026-01-28T19:18:29,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.16
Electronics,mobile_app,RO,RON,customer686@example.com,686,2026-08-27,ORD14365,2026-02-23T14:43:07,USB-C Fast Charger 65W,1,SKU-EL-002,completed,31.09
Electronics,web,RO,EUR,customer958@example.com,958,2026-08-27,ORD10864,2026-04-11T03:25:07,Wireless Earbuds X2,1,SKU-EL-001,completed,75.62
Books,marketplace,RO,EUR,customer312@example.com,312,2026-08-25,ORD12037,20/01/2026 09:26,Atomic Habits (RO ed.),2,SKU-BK-001,completed,18.1
Electronics,marketplace,RO,EUR,customer312@example.com,312,2026-08-25,ORD12037,20/01/2026 09:26,Wireless Earbuds X2,1,SKU-EL-001,completed,75
Home & Kitchen,web,HU,EUR,customer462@example.com,462,2026-08-24,ORD12955,06/04/2026 05:08,Air Fryer 5L,1,SKU-HK-003,completed,119.3
Sports,web,HU,EUR,customer462@example.com,462,2026-08-24,ORD12955,06/04/2026 05:08,Adjustable Dumbbell Set,2,SKU-SP-002,completed,192.49
Home & Kitchen,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Stainless Steel Kettle,1,SKU-HK-001,completed,42.15
Sports,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Yoga Mat Premium,1,SKU-SP-001,completed,34.28
Fashion,marketplace,RO,EUR,customer326@example.com,326,2026-08-29,ORD10482,2026-04-05T20:44:47,Women's Wool Coat,1,SKU-FA-002,completed,143.14
Fashion,mobile_app,HU,EUR,customer444@example.com,444,2026-08-28,ORD11400,12/03/2026 06:11,Running Shoes Pro,-1,SKU-FA-003,completed,86.69
Sports,mobile_app,HU,EUR,customer444@example.com,444,2026-08-28,ORD11400,12/03/2026 06:11,Adjustable Dumbbell Set,3,SKU-SP-002,completed,180.13
Home & Kitchen,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.97
Electronics,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Bluetooth Speaker Mini,2,SKU-EL-003,completed,50.17
Home & Kitchen,mobile_app,BG,EUR,customer516@example.com,516,2026-08-31,ORD10276,2026-04-27T11:35:00,Stainless Steel Kettle,1,SKU-HK-001,completed,45.23
Books,marketplace,HU,EUR,customer671@example.com,671,2026-08-27,ORD12635,11/01/2026 15:15,The Pragmatic Programmer,1,SKU-BK-002,completed,46.13
Sports,marketplace,HU,EUR,customer671@example.com,671,2026-08-27,ORD12635,11/01/2026 15:15,Yoga Mat Premium,1,SKU-SP-001,completed,33.68
,web,BG,EUR,customer1132@example.com,1132,2026-08-28,ORD13008,2026-03-12T04:24:33,Wireless Earbuds X2,-2,SKU-EL-001,completed,75.61
Electronics,mobile_app,RO,EUR,customer929@example.com,929,2026-08-29,ORD14012,15/04/2026 21:47,Wireless Earbuds X2,1,SKU-EL-001,completed,87.51
Beauty,web,RO,RON,customer1967@example.com,1967,2026-09-03,ORD15861,2026-06-16T13:19:15,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,58.75
Electronics,web,DE,EUR,customer793@example.com,793,2026-09-03,ORD15395,02/04/2026 14:58,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.22
Electronics,web,DE,EUR,customer793@example.com,793,2026-09-03,ORD15395,02/04/2026 14:58,Bluetooth Speaker Mini,1,SKU-EL-003,completed,49.18
Electronics,web,DE,EUR,customer793@example.com,793,2026-09-03,ORD15395,02/04/2026 14:58,Bluetooth Speaker Mini,1,SKU-EL-003,completed,49.18
Books,web,RO,EUR,customer100@example.com,100,2026-08-27,ORD15412,01/03/2026 07:46,Atomic Habits (RO ed.),2,SKU-BK-001,completed,21.11
Beauty,web,RO,EUR,customer100@example.com,100,2026-08-27,ORD15412,01/03/2026 07:46,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.81
Books,mobile_app,RO,EUR,customer1376@example.com,1376,2026-09-02,ORD12311,2026-01-12T10:36:51,The Pragmatic Programmer,1,SKU-BK-002,completed,44.22
Electronics,marketplace,RO,EUR,customer1206@example.com,1206,2026-08-24,ORD10736,2026-02-22T21:28:27,4K Action Camera,1,SKU-EL-004,completed,194.67
Books,marketplace,RO,EUR,customer1206@example.com,1206,2026-08-24,ORD10736,2026-02-22T21:28:27,Atomic Habits (RO ed.),1,SKU-BK-001,completed,19.39
Electronics,web,DE,EUR,internal.tester1134@aqurate.ai,1134,2026-08-25,ORD14075,2026-01-10T05:33:02,4K Action Camera,1,SKU-EL-004,test,170.99
Books,web,DE,EUR,internal.tester1134@aqurate.ai,1134,2026-08-25,ORD14075,2026-01-10T05:33:02,The Pragmatic Programmer,1,SKU-BK-002,test,43.12
Books,web,RO,EUR,customer286@example.com,286,2026-08-30,ORD11690,2026-01-25T11:40:40,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.92
Beauty,web,RO,EUR,customer286@example.com,286,2026-08-30,ORD11690,2026-01-25T11:40:40,Vitamin C Serum 30ml,2,SKU-BE-001,completed,26.52
Beauty,web,RO,EUR,customer42@example.com,42,2026-08-25,ORD12633,2026-01-10T15:45:26,Vitamin C Serum 30ml,2,SKU-BE-001,completed,25.64
Electronics,web,RO,EUR,customer42@example.com,42,2026-08-25,ORD12633,2026-01-10T15:45:26,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.24
Beauty,marketplace,RO,EUR,customer713@example.com,713,2026-08-24,ORD13999,1769852384,Hair Dryer Ionic 2200W,-1,SKU-BE-002,completed,58.81
Fashion,mobile_app,RO,EUR,customer1766@example.com,1766,2026-08-29,ORD11069,2026-02-16T17:49:28,Women's Wool Coat,1,SKU-FA-002,completed,136.18
Fashion,mobile_app,RO,EUR,customer1766@example.com,1766,2026-08-29,ORD11069,2026-02-16T17:49:28,Running Shoes Pro,3,SKU-FA-003,completed,82.19
Electronics,web,RO,RON,customer1650@example.com,1650,2026-08-31,ORD10465,2026-06-01T00:01:19,USB-C Fast Charger 65W,1,SKU-EL-002,completed,36.46
Beauty,web,RO,RON,customer1650@example.com,1650,2026-08-31,ORD10465,2026-06-01T00:01:19,Vitamin C Serum 30ml,1,SKU-BE-001,completed,24.55
Fashion,web,HU,EUR,customer1054@example.com,1054,2026-08-23,ORD11801,1775932837,Men's Slim Fit Jeans,3,SKU-FA-001,completed,56.79
Electronics,web,HU,EUR,customer1054@example.com,1054,2026-08-23,ORD11801,1775932837,Wireless Earbuds X2,1,SKUEL001,completed,81.52
Books,web,DE,EUR,customer1785@example.com,1785,2026-09-03,ORD15656,2026-02-23T23:36:44,The Pragmatic Programmer,1,SKU-BK-002,completed,46.13
Books,web,DE,EUR,customer1785@example.com,1785,2026-09-03,ORD15656,2026-02-23T23:36:44,The Pragmatic Programmer,1,SKU-BK-002,completed,46.13
Beauty,marketplace,RO,EUR,customer434@example.com,434,2026-08-29,ORD11502,1780642523,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,62.18
Beauty,web,HU,EUR,customer1073@example.com,1073,2026-08-30,ORD15253,10/01/2026 10:20,Vitamin C Serum 30ml,1,SKU-BE-001,completed,25.1
Sports,web,HU,EUR,customer1073@example.com,1073,2026-08-30,ORD15253,10/01/2026 10:20,Yoga Mat Premium,1,SKU-SP-001,completed,29.95
Fashion,marketplace,DE,RON,customer1879@example.com,1879,2026-08-24,ORD13073,2026-02-09T00:13:05,Running Shoes Pro,1,SKU-FA-O03,completed,89.8
Home & Kitchen,web,RO,EUR,customer1562@example.com,1562,2026-08-24,ORD13232,2026-06-12T15:00:03,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,29.21
Home & Kitchen,marketplace,RO,RON,customer1680@example.com,1680,2026-08-30,ORD12336,08/06/2026 17:25,Air Fryer 5L,1,SKU-HK-003,completed,114.09
Home & Kitchen,marketplace,RO,RON,customer1680@example.com,1680,2026-08-30,ORD12336,08/06/2026 17:25,Non-stick Frying Pan 28cm,2,SKU-HK-002,completed,28.21
Electronics,web,RO,EUR,customer1927@example.com,1927,2026-08-24,ORD10714,2026-05-16T00:55:17,USB-C Fast Charger 65W,2,SKU-EL-002,completed,37.6
Fashion,web,RO,EUR,customer1927@example.com,1927,2026-08-24,ORD10714,2026-05-16T00:55:17,Women's Wool Coat,3,SKU-FA-002,completed,151.13
Fashion,web,RO,RON,customer852@example.com,852,2026-08-26,ORD14098,2026-02-06T18:33:31,Running Shoes Pro,2,SKU-FA-003,completed,83.78
Electronics,web,RO,RON,customer852@example.com,852,2026-08-26,ORD14098,2026-02-06T18:33:31,4K Action Camera,1,SKU-EL-004,completed,191.36
Electronics,web,RO,RON,customer852@example.com,852,2026-08-26,ORD14098,2026-02-06T18:33:31,Wireless Earbuds X2,1,SKU-EL-001,completed,74.23
Beauty,web,RO,EUR,customer1120@example.com,1120,2026-09-03,ORD11450,2026-03-27T12:23:36,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,65.12
Books,web,HU,RON,customer1879@example.com,1879,2026-08-31,ord13632,2026-04-08T09:37:54,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.82
Fashion,web,DE,EUR,customer1224@example.com,1224,2026-09-01,ORD12341,1773244929,Running Shoes Pro,1,SKU-FA-O03,completed,86.45
Electronics,web,DE,RON,customer1453@example.com,1453,2026-08-27,ORD14099,2026-01-04T09:38:03,4K Action Camera,2,SKU-EL-004,completed,205.35
Fashion,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,Running Shoes Pro,2,SKU-FA-003,completed,85.58
Books,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,The Pragmatic Programmer,1,SKU-BK-002,completed,40
Home & Kitchen,mobile_app,BG,EUR,customer1495@example.com,1495,2026-09-01,ORD10139,1776099851,Air Fryer 5L,2,SKU-HK-003,completed,112.64
Fashion,web,HU,EUR,customer1246@example.com,1246,2026-08-29,ORD11825,2026-06-27T14:47:37,Men's Slim Fit Jeans,1,SKU-FA-001,completed,54.73
Fashion,web,RO,EUR,customer632@example.com,632,2026-08-30,ORD13726,2026-06-09T06:17:17,Women's Wool Coat,1,SKU-FA-002,completed,140.94
Books,web,RO,EUR,customer632@example.com,632,2026-08-30,ORD13726,2026-06-09T06:17:17,The Pragmatic Programmer,1,SKU-BK-002,completed,46.61
Fashion,web,RO,EUR,customer632@example.com,632,2026-08-30,ORD13726,2026-06-09T06:17:17,Men's Slim Fit Jeans,1,SKU-FA-001,completed,50.97
Sports,marketplace,RO,EUR,customer1961@example.com,1961,2026-09-01,ORD11064,2026-03-16T00:44:55,Yoga Mat Premium,1,SKU-SP-001,completed,34.06
Beauty,marketplace,RO,EUR,customer1961@example.com,1961,2026-09-01,ORD11064,2026-03-16T00:44:55,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,62.2
Beauty,web,DE,RON,customer1896@example.com,1896,2026-08-30,ORD15193,2026-06-04T00:26:28,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.81
Fashion,marketplace,RO,EUR,customer642@example.com,642,2026-08-28,ORD14148,2026-01-11T20:51:34,Men's Slim Fit Jeans,1,SKU-FA-001,completed,57.23
Electronics,mobile_app,HU,EUR,customer650@example.com,650,2026-08-27,ORD13977,2026-06-06T15:49:39,4K Action Camera,1,SKU-EL-004,completed,192.9
Fashion,mobile_app,HU,EUR,customer650@example.com,650,2026-08-27,ORD13977,2026-06-06T15:49:39,Men's Slim Fit Jeans,1,SKU-FA-001,completed,51.24
Fashion,mobile_app,HU,EUR,customer650@example.com,650,2026-08-27,ORD13977,2026-06-06T15:49:39,Running Shoes Pro,1,SKU-FA-003,completed,90.25
Books,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Atomic Habits (RO ed.),1,SKU-BK-001,completed,18.81
Sports,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Adjustable Dumbbell Set,1,SKU-SP-002,completed,178.92
,web,RO,EUR,customer1519@example.com,1519,2026-09-01,ORD10093,12/06/2026 13:35,Men's Slim Fit Jeans,1,SKU-FA-001,completed,56.08
Fashion,web,RO,EUR,customer1965@example.com,1965,2026-08-24,ORD10590,2026-05-22T14:32:02,Women's Wool Coat,1,SKU-FA-002,completed,147.2
Sports,web,RO,EUR,customer1965@example.com,1965,2026-08-24,ORD10590,2026-05-22T14:32:02,Adjustable Dumbbell Set,1,SKU-SP-002,completed,163.75
Fashion,web,BG,EUR,customer353@example.com,353,2026-09-02,ORD12667,2026-02-06T21:44:23,Men's Slim Fit Jeans,-1,SKU-FA-001,completed,52.33
Electronics,web,BG,EUR,customer353@example.com,353,2026-09-02,ORD12667,2026-02-06T21:44:23,USB-C Fast Charger 65W,1,SKU-EL-002,completed,37.5
Electronics,web,BG,EUR,customer353@example.com,353,2026-09-02,ORD12667,2026-02-06T21:44:23,Bluetooth Speaker Mini,1,SKU-EL-003,completed,52.26
Sports,mobile_app,DE,EUR,customer1622@example.com,1622,2026-08-30,ORD13526,2026-02-19T10:38:24,Yoga Mat Premium,1,SKU-SP-001,completed,33.45
Fashion,web,HU,EUR,customer30@example.com,30,2026-08-24,ORD15913,1777650875,Men's Slim Fit Jeans,2,SKU-FA-001,completed,53.33
Electronics,web,HU,EUR,customer30@example.com,30,2026-08-24,ORD15913,1777650875,USB-C Fast Charger 65W,-1,SKU-EL-002,completed,31.14
Sports,web,HU,EUR,customer30@example.com,30,2026-08-24,ORD15913,1777650875,Adjustable Dumbbell Set,2,SKU-SP-002,completed,188.96
Sports,web,RO,EUR,customer1967@example.com,1967,2026-09-02,ORD15694,08/05/2026 09:45,Yoga Mat Premium,1,SKU-SP-001,completed,29.18
Books,mobile_app,RO,EUR,customer1204@example.com,1204,2026-08-27,ORD13774,2026-01-09T07:33:32,The Pragmatic Programmer,1,SKU-BK-002,completed,41.7
Beauty,mobile_app,RO,EUR,customer1204@example.com,1204,2026-08-27,ORD13774,2026-01-09T07:33:32,Vitamin C Serum 30ml,1,SKU-BE-001,completed,27.03
Fashion,marketplace,DE,RON,customer623@example.com,623,2026-08-26,ORD13424,2026-03-31T09:36:33,Women's Wool Coat,2,SKU-FA-002,completed,155.6
Beauty,mobile_app,RO,EUR,customer1919@example.com,1919,2026-08-23,ORD15480,24/05/2026 15:44,Vitamin C Serum 30ml,1,SKU-BE-001,completed,27.48
Books,marketplace,RO,RON,customer1267@example.com,1267,2026-09-03,ORD13177,2026-05-08T03:26:48,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.91
Sports,marketplace,RO,RON,customer1267@example.com,1267,2026-09-03,ORD13177,2026-05-08T03:26:48,Yoga Mat Premium,3,SKU-SP-001,completed,34.22
Fashion,mobile_app,BG,EUR,customer1249@example.com,1249,2026-08-23,ORD10172,2026-03-17T05:05:24,Women's Wool Coat,1,SKU-FA-002,completed,134.19
Sports,marketplace,RO,EUR,customer311@example.com,311,2026-09-02,ORD10994,2026-06-13T07:23:52,Yoga Mat Premium,2,SKU-SP-001,completed,33.75
Beauty,mobile_app,DE,EUR,customer1696@example.com,1696,2026-08-23,ORD14494,2026-06-02T00:30:57,Vitamin C Serum 30ml,1,SKU-BE-001,refunded,26.3
Sports,mobile_app,DE,EUR,customer1696@example.com,1696,2026-08-23,ORD14494,2026-06-02T00:30:57,Adjustable Dumbbell Set,2,SKU-SP-002,refunded,176.96
Books,web,DE,EUR,customer385@example.com,385,2026-09-01,ORD13012,2026-06-02T07:47:28,The Pragmatic Programmer,2,SKU-BK-002,completed,42.38
Fashion,web,DE,EUR,customer385@example.com,385,2026-09-01,ORD13012,2026-06-02T07:47:28,Men's Slim Fit Jeans,1,SKU-FA-001,completed,52.65
Electronics,web,DE,EUR,customer385@example.com,385,2026-09-01,ORD13012,2026-06-02T07:47:28,USB-C Fast Charger 65W,1,SKU-EL-002,completed,33.9
Sports,web,RO,EUR,customer1123@example.com,1123,2026-08-24,ORD10149,2026-04-04T16:01:43,Adjustable Dumbbell Set,1,SKU-SP-002,completed,169.48
Electronics,web,RO,EUR,customer1534@example.com,1534,2026-08-31,ORD15832,14/04/2026 06:48,USB-C Fast Charger 65W,2,SKU-EL-002,refunded,35.86
Electronics,mobile_app,RO,EUR,customer40@example.com,40,2026-08-25,ORD10842,1780751784,Wireless Earbuds X2,1,SKU-EL-001,completed,83.85
Books,mobile_app,RO,EUR,customer40@example.com,40,2026-08-25,ORD10842,1780751784,The Pragmatic Programmer,1,SKU-BK-002,completed,46.71
Beauty,mobile_app,RO,EUR,customer40@example.com,40,2026-08-25,ORD10842,1780751784,Vitamin C Serum 30ml,3,SKU-BE-001,completed,23.95
Books,mobile_app,RO,EUR,customer40@example.com,40,2026-08-25,ORD10842,1780751784,The Pragmatic Programmer,1,SKU-BK-002,completed,46.71
Books,mobile_app,HU,EUR,customer991@example.com,991,2026-08-29,ORD12772,12/05/2026 23:06,The Pragmatic Programmer,1,SKU-BK-002,completed,41.75
Beauty,mobile_app,HU,EUR,customer991@example.com,991,2026-08-29,ORD12772,12/05/2026 23:06,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.14
Beauty,mobile_app,RO,EUR,customer969@example.com,969,2026-08-28,ORD13775,2026-05-10T06:28:51,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,69.41
Beauty,web,HU,RON,customer772@example.com,772,2026-09-01,ORD15773,1778907726,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,65.98
Books,web,HU,RON,customer772@example.com,772,2026-09-01,ORD15773,1778907726,Atomic Habits (RO ed.),1,SKU-BK-001,completed,20.85
Beauty,web,HU,EUR,customer571@example.com,571,2026-08-25,ORD12937,2026-06-10T04:26:23,Vitamin C Serum 30ml,1,SKU-BE-001,completed,22.87
Fashion,marketplace,BG,EUR,customer415@example.com,415,2026-09-01,ORD14964,2026-05-19T20:30:02,Men's Slim Fit Jeans,1,SKU-FA-001,completed,53.34
Home & Kitchen,marketplace,BG,EUR,customer415@example.com,415,2026-09-01,ORD14964,2026-05-19T20:30:02,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,27.2
Beauty,web,HU,RON,customer1728@example.com,1728,2026-08-31,ORD13171,1776192393,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,67.43
Home & Kitchen,web,DE,RON,customer1206@example.com,1206,2026-08-24,ORD14679,2026-02-16T12:44:10,Stainless Steel Kettle,-1,SKU-HK-001,completed,40.67
Sports,web,RO,EUR,customer128@example.com,128,2026-08-30,ORD12715,25/04/2026 20:21,Yoga Mat Premium,1,SKU-SP-001,completed,29.34
Beauty,web,RO,EUR,customer128@example.com,128,2026-08-30,ORD12715,25/04/2026 20:21,Hair Dryer Ionic 2200W,1,SKU-BE-002,completed,65.23
Beauty,web,RO,EUR,customer128@example.com,128,2026-08-30,ORD12715,25/04/2026 20:21,Vitamin C Serum 30ml,3,SKU-BE-001,completed,27.46
Home & Kitchen,mobile_app,DE,RON,customer1112@example.com,1112,2026-08-25,ORD12821,2026-01-20T06:08:46,Non-stick Frying Pan 28cm,3,SKU-HK-002,completed,28.98
Home & Kitchen,mobile_app,DE,RON,customer1112@example.com,1112,2026-08-25,ORD12821,2026-01-20T06:08:46,Stainless Steel Kettle,3,SKU-HK-001,completed,44.14
Electronics,mobile_app,DE,RON,customer1112@example.com,1112,2026-08-25,ORD12821,2026-01-20T06:08:46,Bluetooth Speaker Mini,-1,SKU-EL-003,completed,51.77
Home & Kitchen,mobile_app,RO,RON,customer887@example.com,887,2026-08-23,ORD14884,1773225912,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,26.66
Electronics,mobile_app,RO,RON,customer887@example.com,887,2026-08-23,ORD14884,1773225912,USB-C Fast Charger 65W,2,SKU-EL-002,completed,32.35
Electronics,web,RO,EUR,customer1278@example.com,1278,2026-09-01,ORD13315,2026-02-08T11:44:46,Bluetooth Speaker Mini,1,SKU-EL-003,completed,48.88
Electronics,web,RO,EUR,customer1278@example.com,1278,2026-09-01,ORD13315,2026-02-08T11:44:46,Bluetooth Speaker Mini,1,SKU-EL-003,completed,48.88
Home & Kitchen,web,RO,RON,customer580@example.com,580,2026-08-26,ORD10734,30/03/2026 13:33,Stainless Steel Kettle,1,SKU-HK-001,refunded,42.51
Books,web,BG,RON,customer365@example.com,365,2026-09-02,ORD11906,21/01/2026 00:54,Atomic Habits (RO ed.),2,SKU-BK-001,completed,21.55
Sports,marketplace,HU,RON,customer672@example.com,672,2026-08-24,ORD13712,2026-03-11T18:38:14,Adjustable Dumbbell Set,2,SKU-SP-002,completed,181.77
Books,marketplace,HU,RON,customer672@example.com,672,2026-08-24,ORD13712,2026-03-11T18:38:14,Atomic Habits (RO ed.),1,SKU-BK-001,completed,21.01
Electronics,marketplace,BG,EUR,customer155@example.com,155,2026-08-27,ORD11141,2026-05-09T20:52:43,Wireless Earbuds X2,1,SKU-EL-001,completed,72.7
Electronics,web,HU,EUR,customer1680@example.com,1680,2026-08-23,ORD11879,2026-02-09T06:53:22,4K Action Camera,1,SKU-EL-004,completed,203.35
Home & Kitchen,web,HU,EUR,customer1680@example.com,1680,2026-08-23,ORD11879,2026-02-09T06:53:22,Air Fryer 5L,1,SKU-HK-003,completed,122.28
Home & Kitchen,web,HU,EUR,customer1680@example.com,1680,2026-08-23,ORD11879,2026-02-09T06:53:22,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,30.58
Beauty,mobile_app,BG,EUR,customer1762@example.com,1762,2026-08-23,ORD10347,1776854856,Vitamin C Serum 30ml,1,SKU-BE-001,completed,26.5
Electronics,mobile_app,BG,EUR,customer1762@example.com,1762,2026-08-23,ORD10347,1776854856,4K Action Camera,1,SKU-EL-004,completed,180.87
Sports,mobile_app,RO,EUR,customer619@example.com,619,2026-08-24,ORD15955,2026-01-25T06:24:12,Yoga Mat Premium,1,SKU-SP-001,completed,34.34
Fashion,marketplace,HU,EUR,customer226@example.com,226,2026-09-03,ORD12674,2026-04-13T02:00:03,Men's Slim Fit Jeans,1,SKU-FA-001,completed,58.25
Electronics,web,BG,EUR,customer238@example.com,238,2026-08-24,ORD15185,2026-04-17T21:29:00,Wireless Earbuds X2,1,SKU-EL-001,completed,75.6
Electronics,web,BG,EUR,customer238@example.com,238,2026-08-24,ORD15185,2026-04-17T21:29:00,4K Action Camera,2,SKU-EL-004,completed,183.74
Electronics,web,DE,EUR,customer1904@example.com,1904,2026-08-28,ORD14532,2026-06-25T08:44:12,Bluetooth Speaker Mini,2,SKU-EL-003,completed,51.77
Electronics,web,DE,EUR,customer1904@example.com,1904,2026-08-28,ORD14532,2026-06-25T08:44:12,4K Action Camera,1,SKU-EL-004,completed,190.96
Fashion,mobile_app,BG,RON,customer995@example.com,,2026-08-25,ORD13565,2026-03-23T14:30:15,Men's Slim Fit Jeans,2,SKU-FA-001,completed,53.39
Fashion,mobile_app,BG,RON,customer995@example.com,,2026-08-25,ORD13565,2026-03-23T14:30:15,Men's Slim Fit Jeans,2,SKU-FA-001,completed,53.39
Sports,web,HU,EUR,customer582@example.com,582,2026-08-31,ORD11731,2026-03-12T09:47:23,Yoga Mat Premium,1,SKU-SP-001,completed,30.11
Books,web,HU,EUR,customer582@example.com,582,2026-08-31,ORD11731,2026-03-12T09:47:23,The Pragmatic Programmer,1,SKU-BK-002,completed,43.9
Electronics,web,HU,EUR,customer582@example.com,582,2026-08-31,ORD11731,2026-03-12T09:47:23,Wireless Earbuds X2,1,SKU-EL-001,completed,75.54
Electronics,mobile_app,BG,EUR,customer320@example.com,320,2026-09-01,ORD13417,1774255267,Bluetooth Speaker Mini,1,SKU-EL-003,completed,47.76
Home & Kitchen,mobile_app,BG,EUR,customer320@example.com,320,2026-09-01,ORD13417,1774255267,Air Fryer 5L,1,SKU-HK-003,completed,128.99
Electronics,web,DE,EUR,customer1111@example.com,1111,2026-08-31,ORD13361,2026-03-04T05:31:46,USB-C Fast Charger 65W,1,SKU-EL-002,refunded,33.62
Books,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,The Pragmatic Programmer,1,SKU-BK-002,completed,43.09
Home & Kitchen,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,Non-stick Frying Pan 28cm,1,SKU-HK-002,completed,28.28
Books,web,DE,EUR,customer1784@example.com,1784,2026-08-23,ORD10444,19/05/2026 03:22,The Pragmatic Programmer,1,SKU-BK-002,completed,43.09
Sports,web,RO,EUR,customer232@example.com,232,2026-09-01,ORD13675,2026-06-07T18:45:56,Yoga Mat Premium,1,SKU-SP-001,refunded,31.25
Fashion,marketplace,BG,EUR,customer231@example.com,231,2026-09-01,ORD12641,2026-02-25T07:39:48,Women's Wool Coat,1,SKU-FA-002,completed,155.36
Electronics,web,RO,EUR,customer1560@example.com,1560,2026-08-31,ORD12903,22/03/2026 19:23,USB-C Fast Charger 65W,1,SKU-EL-002,completed,35.62
Fashion,web,RO,EUR,customer1560@example.com,1560,2026-08-31,ORD12903,22/03/2026 19:23,Men's Slim Fit Jeans,1,SKU-FA-001,completed,51.48
Electronics,marketplace,DE,EUR,customer926@example.com,,2026-08-29,ORD10062,28/05/2026 19:25,Bluetooth Speaker Mini,1,SKU-EL-003,completed,48.35
Electronics,web,DE,EUR,customer389@example.com,389,2026-08-27,ORD12317,2026-06-04T05:10:05,Wireless Earbuds X2,1,SKU-EL-001,completed,87.79
Electronics,marketplace,RO,EUR,customer1952@example.com,1952,2026-08-29,ORD14393,2026-04-07T05:45:54,USB-C Fast Charger 65W,2,SKU-EL-002,refunded,32.04
Fashion,marketplace,RO,EUR,customer1952@example.com,1952,2026-08-29,ORD14393,2026-04-07T05:45:54,Running Shoes Pro,1,SKU-FA-003,refunded,97.79
